8.38127,4.41182,1
2.69487,2.475,2
4.4776,8.01682,3
1.68214,2.30796,2
2.97717,1.17194,2
4.6327,8.59487,3
4.93953,9.20977,3
1.27982,1.7993,2
4.93077,8.38785,3
7.60704,3.21994,1
4.81734,9.09234,3
8.16134,3.30262,1
6.96924,2.93721,1
6.87621,3.3975,1
4.66546,9.51995,3
-0.0512462,4.21661,2
2.84168,1.15889,2
8.94479,2.76927,1
4.32644,8.51419,3
3.28637,2.38035,2
1.50907,3.25543,2
7.54601,3.5613,1
0.725663,1.68455,2
1.1734,1.4373,2
4.0819,9.254,3
4.26054,9.09168,3
2.41176,1.03237,2
8.35471,2.8595,1
1.98889,1.8268,2
7.43578,2.85945,1
8.35267,1.49228,1
4.5862,9.04307,3
10.5033,-1.12559,5
8.48219,3.32675,1
8.07607,1.80386,1
4.67296,8.08468,3
8.44863,2.87966,1
4.90855,9.68744,3
1.5363,1.85791,2
4.5909,8.99831,3
3.29191,1.53959,2
4.75558,8.44019,3
8.06227,3.81614,1
2.5724,2.39083,2
4.71174,7.70448,3
8.26037,2.87965,1
10.2793,11.2166,0
5.21441,9.34655,3
1.13115,1.15552,2
7.18575,4.79484,1
1.84121,3.6321,2
8.20752,2.9714,1
7.68638,1.51313,1
8.07123,2.80818,1
1.5026,1.66389,2
8.66512,3.3777,1
1.93061,1.81934,2
7.66713,3.71098,1
7.76947,2.93222,1
4.91252,8.62213,3
0.158031,5.75196,0
1.07953,2.76661,2
1.46095,2.29515,2
2.57803,2.24767,2
7.03024,2.22488,1
0.81837,3.53193,2
0.845123,8.66517,0
8.12279,3.97201,1
7.39039,1.87163,1
5.60234,1.1885,0
7.66334,1.28141,1
1.21732,2.4018,2
4.28909,9.75067,3
8.43217,2.15988,1
7.92942,4.049,1
2.23044,1.98038,2
2.21996,1.43607,2
1.0696,2.04114,2
2.42697,1.32521,2
8.89917,3.48233,1
11.4964,10.7324,0
7.86636,3.21908,1
4.88676,8.52028,3
4.50081,9.1509,3
2.04548,1.5937,2
7.83518,3.07149,1
5.33629,9.94994,3
7.49545,3.33872,1
7.71138,2.01163,1
2.04642,1.48323,2
2.68569,2.45116,2
8.1918,3.03521,1
5.20491,8.87937,3
5.65856,8.94097,3
3.91367,9.42371,3
5.6951,9.27891,3
2.18654,2.88521,2
5.47478,8.25755,3
8.64351,3.38677,1
4.88676,9.18368,3
7.68956,3.05786,1
4.55625,8.78127,3
5.18364,9.91909,3
4.85409,8.2184,3
4.83866,8.87458,3
2.90141,2.04446,2
8.32461,3.40447,1
7.37429,2.90235,1
7.74085,3.01632,1
2.12532,0.824198,2
8.28194,3.4829,1
4.99235,9.28965,3
1.85277,1.54776,2
1.86939,2.65927,2
3.41157,5.15786,4
1.35943,1.91457,2
0.759535,1.94653,2
8.1364,2.88893,1
2.0582,2.35709,2
1.3362,1.28228,2
2.91387,2.32335,2
1.90893,2.35299,2
2.64983,2.63228,2
5.51203,9.29626,3
8.44201,4.71769,1
8.31126,2.30325,1
2.14518,0.852032,2
1.56178,2.12988,2
8.7162,3.06411,1
7.75043,3.16681,1
4.41494,8.09901,3
1.3094,2.22542,2
1.73209,2.51384,2
4.67824,9.46392,3
1.86592,2.4284,2
2.16601,2.49631,2
4.41504,7.56387,3
5.83063,8.77145,3
2.49353,1.26749,2
5.36842,8.85934,3
2.02734,1.60904,2
4.81752,8.5804,3
8.95716,3.67078,1
4.54815,9.16218,3
4.98932,8.62639,3
4.94778,8.91559,3
8.92186,3.30751,1
8.36265,3.91559,1
2.21421,1.58425,2
4.69719,9.913,3
5.05979,8.51347,3
2.21698,1.61293,2
8.17045,3.64967,1
8.72799,2.29957,1
7.6059,2.9427,1
5.77105,10.003,3
7.82622,2.58358,1
2.05979,1.69791,2
5.24237,8.57682,3
7.70305,2.54765,1
5.25655,8.87023,3
8.56363,2.14672,1
7.34408,4.13316,1
2.13648,2.78429,2
5.64488,9.33659,3
8.96479,3.47851,1
8.3032,2.79034,1
-0.470301,9.95547,0
5.74634,8.86444,3
4.4688,9.21415,3
2.48772,2.37778,2
1.5047,1.80717,2
0.724734,-1.19293,0
1.03613,2.12208,2
5.06677,8.92377,3
4.69524,8.90651,3
4.73569,9.29318,3
5.33896,8.75604,3
8.36305,2.56271,1
2.17584,1.57139,2
2.03768,11.4559,0
5.20187,8.9879,3
2.24776,1.66177,2
5.59832,8.69511,3
5.59829,8.92074,3
5.54295,9.23735,3
7.95171,1.19525,1
5.61052,9.29105,3
5.14938,8.6241,3
8.39984,3.26268,1
1.5149,1.69895,2
1.20309,2.11812,2
4.50035,8.74761,3
7.78455,2.53877,1
2.28394,1.9563,2
8.0447,3.08441,1
7.96386,3.13761,1
1.53005,1.80676,2
4.80591,9.08521,3
2.11944,1.63987,2
4.73202,9.40403,3
4.88827,8.82534,3
6.80644,3.96803,1
7.49719,3.63412,1
7.62067,3.44722,1
1.41519,2.47225,2
4.53632,9.11918,3
8.94839,3.72005,1
1.95679,2.60212,2
4.96018,9.22619,3
8.04454,3.66606,1
4.75863,8.52334,3
9.41428,2.48209,1
2.13446,2.00756,2
2.19939,1.55091,2
8.43135,2.55871,1
9.0981,1.91952,1
3.11946,2.2843,2
4.80412,8.53879,3
2.32826,1.87868,2
9.26818,3.61931,1
4.96475,9.24325,3
8.21217,3.81655,1
4.41048,9.59384,3
11.7338,4.7677,0
2.95161,1.25731,2
7.46825,2.99765,1
2.19445,1.76895,2
8.9435,3.90818,1
8.58837,2.97306,1
9.191,3.06139,1
7.77365,3.03332,1
2.70758,2.04051,2
10.1796,-0.170867,5
8.28659,3.44658,1
7.5535,2.6681,1
1.59385,2.36701,2
7.66659,3.97182,1
8.17931,2.98608,1
4.99696,9.41925,3
2.31161,2.91964,2
9.0331,4.06658,1
2.70766,1.71849,2
1.73597,2.07844,2
8.03029,3.72133,1
2.21684,2.92282,2
1.6817,1.65451,2
7.57676,2.97833,1
8.36069,3.83593,1
2.03493,1.31422,2
5.39713,8.37286,3
7.16401,3.19403,1
2.97945,1.14192,2
7.7526,1.58134,1
2.30299,2.51945,2
5.26825,8.55077,3
8.26221,2.26582,1
2.58507,1.91177,2
5.49802,8.6216,3
5.25695,9.08979,3
7.0156,2.61316,1
1.40568,1.66022,2
7.56088,3.87616,1
9.79996,3.1043,1
7.25411,3.06426,1
0.848737,1.98409,2
7.65732,3.43579,1
7.9167,2.17547,1
7.98301,2.61134,1
5.61914,9.01064,3
8.81444,2.34947,1
2.05825,2.58119,2
2.35211,3.31427,2
2.04188,1.76881,2
8.73625,2.82684,1
4.67823,9.51498,3
7.88557,2.19838,1
5.02832,9.26485,3
2.76015,1.5754,2
2.12846,1.25256,2
2.1503,2.20787,2
7.87708,2.46827,1
4.6933,8.84877,3
4.53033,8.92796,3
4.72407,10.2791,3
8.12864,3.11674,1
6.65693,2.53956,1
8.52633,3.68383,1
0.972119,2.81232,2
5.06134,9.81234,3
2.10391,2.23119,2
5.02851,9.1343,3
8.56879,1.68352,1
4.42916,8.90317,3
1.63962,1.82498,2
6.9964,4.02577,1
0.0552396,1.38537,2
8.31178,3.00995,1
4.46744,8.84739,3
8.1474,3.61621,1
7.46063,2.56318,1
1.84846,1.25133,2
7.38823,1.86165,1
2.05506,0.807459,2
2.44308,2.10282,2
4.89256,6.08191,0
1.44835,2.92996,2
1.81084,2.45538,2
3.3888,0.879641,2
1.72996,2.37371,2
8.3787,3.09306,1
7.5132,2.9709,1
7.96513,2.21662,1
2.69516,1.50759,2
4.98635,8.53337,3
8.70339,6.02941,1
1.95374,2.20469,2
6.00669,9.06827,3
3.70618,9.58526,3
2.00315,2.02819,2
8.83047,2.83455,1
7.6026,2.84493,1
8.60338,3.43638,1
2.05861,1.53619,2
8.25027,2.58891,1
2.86188,6.12655,4
1.39639,1.27149,2
10.3244,6.72768,0
9.16196,3.89295,1
2.30902,2.30827,2
8.76635,2.88715,1
4.77634,9.64051,3
2.79427,1.78347,2
9.93253,2.84902,1
8.41143,3.08061,1
5.08029,9.00152,3
2.14698,1.69583,2
1.28522,2.39393,2
8.18775,2.50047,1
4.98749,9.40888,3
8.53759,4.12087,1
4.67702,8.6004,3
5.60021,8.67155,3
5.60655,9.07086,3
5.30958,10.0287,3
4.69889,9.23439,3
1.40856,2.30243,2
7.36577,3.6824,1
7.98608,3.23355,1
2.06811,2.39728,2
4.23717,9.63129,3
4.40206,9.2223,3
5.2568,8.73365,3
2.26629,2.46478,2
4.70974,9.29429,3
4.88053,8.81659,3
8.77116,3.04453,1
7.74312,3.33068,1
4.44832,7.92355,3
1.92325,1.42668,2
5.0442,9.73877,3
4.49983,8.66113,3
4.90643,9.49286,3
5.21847,9.59532,3
6.63326,2.80435,1
8.4327,2.64741,1
9.12705,1.84796,1
5.08423,9.6588,3
9.50912,3.82057,1
6.88608,3.44564,1
1.69168,1.36447,2
2.47462,1.45437,2
7.7239,2.7009,1
1.46969,2.09224,2
9.70089,4.36481,1
9.01092,1.66684,1
5.09479,9.50052,3
4.77836,8.5576,3
7.41994,3.64514,1
2.87069,2.57556,2
7.88894,2.16935,1
1.97917,1.29879,2
8.65789,3.59221,1
2.20617,0.942176,2
7.95417,3.56519,1
4.93299,9.00734,3
2.0078,2.87212,2
8.97802,2.51672,1
8.11876,2.99789,1
9.20103,3.54032,1
9.1088,4.61545,1
5.09602,8.84544,3
6.22946,3.90872,1
4.89328,9.74536,3
8.82839,2.5375,1
5.49916,8.78419,3
8.10025,3.68481,1
3.6249,11.9139,0
4.39515,9.29996,3
1.49647,1.81447,2
6.91887,3.3524,1
1.03551,2.11078,2
8.10442,2.66562,1
7.17021,2.72078,1
2.29803,1.91704,2
10.0897,6.24224,0
4.60755,9.32414,3
1.49617,1.64036,2
4.48791,9.92705,3
4.8139,9.54437,3
7.70691,4.01845,1
9.20174,4.07633,1
1.67337,2.06655,2
1.79437,1.51863,2
5.33144,9.58674,3
6.51645,2.75439,1
2.00307,1.85925,2
1.88458,2.18093,2
8.10596,3.60396,1
7.44213,2.94696,1
2.48752,2.81374,2
4.73234,8.95473,3
4.1481,9.85756,3
2.3685,2.4545,2
6.07865,8.69714,3
1.56893,1.87193,2
0.784914,2.11187,2
1.09089,2.82012,2
5.37667,9.19058,3
1.7125,1.8886,2
1.44384,1.96428,2
5.93665,9.54002,3
7.77371,3.80015,1
2.86476,1.13848,2
2.98698,1.85058,2
5.59369,10.2948,3
0.977971,1.96667,2
2.34593,2.18675,2
4.45384,8.8418,3
5.26915,9.53625,3
1.98859,1.39848,2
0.0831436,4.47746,2
3.05927,2.24299,2
2.04052,1.14515,2
2.6979,2.00614,2
2.1686,1.62638,2
5.36941,9.30768,3
8.20843,1.79632,1
8.06758,1.95011,1
8.79672,2.76789,1
1.9919,1.36537,2
6.15966,9.19666,3
1.96239,2.57309,2
8.07243,2.62592,1
8.86111,3.58524,1
1.66781,1.28127,2
2.5146,1.90404,2
6.76728,4.84457,1
5.4876,9.25055,3
7.92091,2.14255,1
1.93578,1.37885,2
1.45519,1.15262,2
3.27982,0.828747,2
1.50667,2.14621,2
-1.44757,4.65764,0
5.37105,9.14965,3
9.6711,4.16618,1
1.85062,2.58294,2
5.54566,9.30457,3
1.08838,1.70946,2
5.43565,8.32701,3
4.91353,9.85585,3
5.86348,8.80018,3
5.42031,9.27337,3
5.0335,9.25797,3
