x0,x1,x2,x3,x4,x5
0.7553617270483121,1.4601540111113918,-1.0496141044733756,1.0957425912900958,-0.7279198253671217,2.6775444924276255
-0.5373665623849315,2.736355520327705,1.0591706192567227,3.4360683109302137,-2.381032118264767,2.754885929518308
1.156565034717137,1.064833790247397,0.014894459018202006,2.683149953059257,0.8952513428136396,1.6461909297200843
0.5490142254808239,1.6324192277131198,0.7771448104930982,4.160109688222222,3.1620782611378546,4.173999719273189
-0.1381800570672887,-0.10306492563987626,6.574002627970832,5.119267837017843,2.6115229535681155,-3.3602291134011515
-1.637891658536461,-1.7375614111569113,7.632811467018213,4.897408188854028,0.9978026427458244,-2.4474349099529173
9.898139720816635,2.924577223155335,-0.6857049894822485,1.1316694346353875,5.1291369531451725,2.8236446635813173
-0.6391803665332491,-2.357817374508192,6.262166237110603,4.863618301711226,3.823238880487255,-3.3115626532377656
5.25597215291613,7.874445279589464,2.646520858207341,-1.9112908937372657,1.3636736746379017,6.113510033392904
-0.5634626711984453,-2.9717876649253583,6.327808410251442,5.111580657130209,3.561974912451635,-2.4907258261446006
0.24526616233252263,1.5467990367643647,-0.18216178976820976,3.0692585912029906,0.35058481075973763,2.817502544972985
-1.38528729488831,-2.1897610956908173,4.312292857623928,4.889161602086181,1.9203735687864383,-3.1859004043072727
4.513944966576355,10.254545943621862,4.158237134766293,-1.2490879818568443,-0.14088994716789013,7.066389935050008
-1.3374683928685427,-2.530385726150976,5.6083636716661305,4.948671821548926,3.5039362553316487,-1.88046731744245
-0.5061363197085034,1.4089836889009,-1.1096427185917472,2.09713815216948,-0.8920443878571317,1.6389522149499403
4.2480257366799465,9.381320832640446,4.372726104906156,-2.078020306996499,0.26224885885929866,7.761982525562244
4.10873491341353,8.495255333009768,2.246351853140604,-2.43839665499291,-0.171320248568951,7.669723589065107
4.477229683420155,8.690766707281792,2.4915671209475545,-1.8333419930995263,0.2882949727238889,6.271483930254008
8.101232775472601,1.9970509793278377,-1.7360718464951133,2.6916021653774136,4.543894264859429,3.9651335905723797
