x0,x1
8.381267211022873,4.411821280930841
2.6948665241000405,2.4749976163777614
4.4775954029894836,8.016821705312
1.6821438777397768,2.3079604598680135
2.977169327342775,1.1719391250710651
4.632704211600975,8.59487378149281
4.939525925696109,9.209766221953513
1.2798221557665344,1.799299258495431
4.930772008008113,8.387850881855318
7.607043198633039,3.2199426130653155
4.817339224343946,9.092340152932454
8.161341050222452,3.302616111833539
6.9692441353712935,2.937213061234732
6.876213706170806,3.39749743163989
4.665463630670041,9.519952343698039
-0.051246181160262916,4.21661248883084
2.8416765865616593,1.1588893623246315
8.944793239117487,2.769267860735514
4.326436855235151,8.514192980744674
3.2863664535951953,2.3803514133908066
1.5090675900599164,3.2554323654112762
7.546013700758441,3.5613001324281166
0.7256625654141159,1.6845469869915435
1.1733983792257454,1.4373049760509264
4.081897313448351,9.253995663456271
4.260544215612936,9.091679959889579
2.411756114224708,1.032370477286209
8.354714263740787,2.859500936163901
1.988892118404566,1.8268048166479174
7.435778776230602,2.859445693771486
8.352670986912688,1.4922845287018989
4.58620488967564,9.043071941523188
10.503262872735808,-1.1255936893329999
8.48218677292295,3.3267477851854035
8.076068181747145,1.8038626525742945
4.672962158436288,8.084683551571771
8.448632694586465,2.8796606402497695
4.9085517794475795,9.687438209574092
1.536304871277457,1.8579088359559948
4.590900558288847,8.998312771294524
3.2919094745069337,1.5395914622671703
4.755575289106863,8.440191283355494
8.062266590826791,3.81613960075998
2.5724010580959216,2.390834750783479
4.71174479963664,7.7044788539275455
8.26037193053095,2.8796478167448356
10.279268134254645,11.21658931355557
5.214408250165286,9.346552803631573
1.1311493951016056,1.155521735374067
7.185745621936717,4.794840564510243
1.8412059000572263,3.6321014999537713
8.20752125379899,2.9713994464827937
7.686381002139838,1.5131313479688786
8.071234851091338,2.808177730026438
1.5026029934467564,1.6638913758818181
8.665124935669997,3.3777006844801
1.9306110305670556,1.8193377826464268
7.667128619084956,3.710980861544439
7.769468301176139,2.9322217738246126
4.912520121652296,8.622127420253578
0.15803060449881934,5.751960795012156
1.0795314975586268,2.766606093139105
1.4609511971909852,2.2951515029039036
2.5780256775465933,2.247668556161899
7.030239694031187,2.2248763406575818
0.8183695095140655,3.5319284057004605
0.8451232752052218,8.66517467928776
8.12279475271008,3.972013785010928
7.39039474664757,1.8716271742449408
5.602344175407285,1.1884963054449342
7.663337710919336,1.2814124819944004
1.2173182996970882,2.401803529298023
4.289094666629078,9.750666825977744
8.432172866804228,2.1598810025188735
7.929423906870355,4.048995387205556
2.2304392693635844,1.9803831511435441
2.219958947658109,1.4360721282035869
1.0696019413603204,2.0411377848836163
2.4269689268533337,1.3252147448972786
8.899173123753727,3.4823253422504803
11.496403860317193,10.732364553121387
7.86636195602816,3.219081906271796
4.886757950575084,8.52028038163826
4.500807280405854,9.150895949909733
2.0454827349162357,1.593702973092733
7.835180294456714,3.071490244609724
5.336286850601366,9.949940967447608
7.4954467067444925,3.338724622069323
7.711380816885597,2.011627316419024
2.046420984588571,1.4832294792030418
2.685693688709012,2.4511598196120645
8.1918040495599,3.035214565928724
5.2049093284642565,8.879371172690728
5.658557533669932,8.940965736504461
3.9136652269929817,9.42371083857521
5.695103774508657,9.27890515317593
2.1865445393588026,2.885213730169731
5.4747770677206615,8.257551015775048
8.643512008795428,3.3867668596808693
4.8867605540492365,9.183682753408089
7.689564075260298,3.057859171611522
4.55625391109895,8.781270849838295
5.183643656700671,9.919091838397561
4.8540943655422275,8.218404595651672
4.838660080578932,8.874583491772476
2.901414231257617,2.044456868251865
8.324606700173302,3.4044718236167975
7.374292645346633,2.9023461671594
7.740853404030725,3.0163153206201088
2.1253181570028534,0.8241979256721347
8.281937804395165,3.48290427485741
4.992345075413502,9.289645749800544
1.8527671303982778,1.5477583013855063
1.8693912780636677,2.659266111192314
3.4115670955223902,5.157856470810517
1.3594277423704435,1.914572308987224
0.7595347399760741,1.9465279762923269
8.136396974841293,2.8889278894025545
2.058197578995631,2.357094215262148
1.3361990155963832,1.2822760255515975
2.9138744463617945,2.3233460262107952
1.90892894297865,2.352990323890746
2.649830745905166,2.632281231220942
5.512031262905731,9.296263474600591
8.442012405473756,4.717689521901996
8.311258629966872,2.3032512452531884
2.1451773629396205,0.8520318532053213
1.561780020969718,2.129875153749185
8.716198843281058,3.064110017085634
7.750427537039147,3.166807383485014
4.41494348697032,8.09900978120999
1.3094038535466184,2.2254188110074034
1.7320910287597873,2.5138392765940836
4.678240884809928,9.463920064040618
1.8659223288044895,2.428400296455255
2.1660144795980116,2.4963099494216143
4.415041582144856,7.563868893359175
5.830629607273935,8.771451871706864
2.4935269472619135,1.2674938100173867
5.368421948546216,8.859336221440893
2.0273431039422882,1.60903979143651
4.817523635228557,8.580395166330497
8.957159178305396,3.6707776783068
4.548149069634936,9.162179640860801
4.989316352825782,8.626394160426088
4.947775390731264,8.915589138404995
8.921860494262793,3.3075119303770295
8.362646860691564,3.9155906459980736
2.2142092915790283,1.5842542428436075
4.697192230131568,9.913004856773469
5.059790184207077,8.513465529559221
2.2169816150285806,1.6129281472369255
8.17044701716553,3.6496684436313354
8.727994707880882,2.299565803598942
7.605904429925033,2.9427044879583595
5.771054976283938,10.003046444079562
7.826215969450419,2.583576792051304
2.059790819052585,1.6979146075302805
5.2423664086472375,8.576821672504563
7.7030491043517495,2.5476534467239005
5.2565528990880415,8.870226661208042
8.563634872346663,2.1467192342247117
7.344084596920052,4.133161417514418
2.1364759607624775,2.784285652569457
5.644876377041373,9.33659067563498
8.964792350435006,3.478510021640758
8.303201338462337,2.7903436032794544
-0.4703010556653002,9.95546753737591
5.746344284479761,8.864438199478716
4.46880323592656,9.214153548603825
2.487717271303376,2.3777773051541673
1.5047016819244932,1.8071684950082039
0.7247337138682071,-1.1929338492136516
1.0361322078454565,2.122078181520334
5.0667704523911405,8.923765081809728
4.695243898920358,8.906514348507278
4.735691659125122,9.293182009377547
5.338962935669635,8.756044295927149
8.363047753329496,2.562705293786528
2.1758434839792087,1.5713891491841794
2.03767612946244,11.455896795706302
5.201865045168304,8.987902196804542
2.2477588725653748,1.661765268317615
5.598315743322826,8.69510854784031
5.598285750832246,8.920735213486514
5.542947782915789,9.237349116439976
7.9517135377579455,1.1952491992362557
5.610516847762677,9.291048851734308
5.1493764541828435,8.624104474952407
8.399835744397574,3.262675878933103
1.5149038382640874,1.6989457738492781
1.2030883706609417,2.118116741521474
4.500348883852545,8.74761253938589
7.7845500683241315,2.538771104616658
2.283942574744127,1.9563026524058764
8.0446994109339,3.084412953723498
7.963860069395412,3.1376074514414167
1.5300480245982577,1.8067630902765948
4.8059115907293855,9.085208111187743
2.119435817344082,1.6398698737047233
4.732018277442976,9.404028899140572
4.888267008814074,8.8253416019409
6.8064393315293925,3.968033104125359
7.497187608680476,3.634121328043352
7.620670612928016,3.447223732155741
1.4151909978636072,2.472250762245471
4.536323432904713,9.119184491367392
8.948391620661274,3.720049841212146
1.9567939270517998,2.6021197387352144
4.960179304377142,9.226185898124868
8.04454326825799,3.666059844060068
4.758628238908984,8.523335695870644
9.41428137457748,2.4820880064756285
2.13445548908625,2.0075554404690767
2.199388407187755,1.5509080780660678
8.431351071877643,2.558711163179256
9.098096307707651,1.9195235317154213
3.1194647066868537,2.2842997525470725
4.804120925478089,8.538794907750749
2.3282584287020227,1.8786844085396637
9.268184439283319,3.6193084952278958
4.964750610970454,9.2432508219131
8.212173966270406,3.8165505809475744
4.410480104420099,9.593839694230782
11.733823294277592,4.767704103624053
2.951610089687211,1.2573107007038906
7.468252433665245,2.9976543912387186
2.194450381636877,1.7689506317502102
8.943499046930325,3.908184280403837
8.58836907517609,2.9730557959861814
9.19100047046832,3.0613896380032153
7.773650651399654,3.033322486270046
2.7075783104382958,2.0405110888460656
10.17956823506759,-0.17086718647151922
8.286589392508391,3.446581289105541
7.553502832289391,2.6680980932135805
1.5938467998164247,2.3670057733045207
7.66658955132182,3.9718188910036654
8.179313020903678,2.9860828727977946
4.996964544230053,9.419245387225821
2.3116079085447034,2.9196433478015464
9.033097296341099,4.066578939608423
2.707664072432772,1.718494608737177
1.7359733079818098,2.0784443463716546
8.030290186321004,3.7213313943050808
2.216837363305048,2.9228219398795816
1.6816993114336836,1.654509055613192
7.576760554978789,2.9783345464476456
8.360690997090735,3.835927373785748
2.0349252310676,1.3142178213016262
5.397132339810914,8.372855288415375
7.164010701207973,3.1940271055511227
2.979446782358981,1.1419151732236204
7.752601279384803,1.581336509179662
2.302992367388274,2.519453116502073
5.268254921785202,8.550766009104482
8.262209576615685,2.2658201661428268
2.5850718400506505,1.911765571098717
5.498023842902908,8.62160245571527
5.256953924829458,9.089790890969798
7.0156007599917025,2.6131604035656593
1.405678204921587,1.6602213622383368
7.560882620825887,3.876156029979877
9.799960651782149,3.104303756830227
7.254105392594482,3.0642640422064713
0.8487372708205752,1.9840916747304698
7.657322389415947,3.435789433339807
7.916701416988374,2.175472349913599
7.9830059040756405,2.611343200609867
5.6191415357168175,9.010635788368031
8.814439820621882,2.3494674641284083
2.0582465296088244,2.5811869943197334
2.3521142562801622,3.314273375485987
2.0418812509940114,1.7688118418829442
8.73624842691113,2.8268425743979266
4.678225083841269,9.514980408790581
7.885572864308455,2.1983758031752334
5.028324962448553,9.264846377178365
2.7601466895119735,1.5753983206287316
2.1284562464781223,1.2525567327728073
2.150295710207526,2.2078689256981856
7.877079089502277,2.468266811266183
4.69329866822953,8.848765156755936
4.530332303090622,8.927956222139192
4.724070927053777,10.279099642834126
8.128639794236129,3.1167387337175625
6.656927670077728,2.5395590676110182
8.526331832622889,3.683829354625946
0.9721192825454733,2.812323424499248
5.061335157997398,9.81233922923478
2.103908555510709,2.2311904278373023
5.028506562448542,9.134296139431628
8.568792417454144,1.6835157615078422
4.429155442933247,8.90317027036014
1.639616786048717,1.824983750124034
6.996403999276681,4.025772828863365
0.05523959595855653,1.3853674151994262
8.311779177088217,3.009948322171338
4.467443168462314,8.847387647822666
8.147397584340009,3.6162073744772743
7.460634452416128,2.5631794944516195
1.8484591091641038,1.2513300908210903
7.388234758156003,1.8616475997878823
2.0550564659213015,0.8074586512394644
2.443079947997246,2.1028209687139823
4.892556720016547,6.081906409263837
1.448345459459718,2.929960643010524
1.8108384532157926,2.4553815322959602
3.388795140004105,0.879640884444951
1.7299607171124538,2.373709959408499
8.37870131082254,3.0930553296558836
7.513204859077017,2.970900931720233
7.965133957721397,2.2166195503813038
2.6951573474044426,1.5075906089889737
4.986347730245034,8.533366020463403
8.703389125166048,6.029405320378025
1.9537389743515374,2.204691184889986
6.0066936237633115,9.068267665541368
